"Event Name","Start Date","End Date",Country,State,City,Venue,"Region 1","Region 2","Region 3",Contacts,URL,URL2,URL3,Sponsorship,Stakeholders,Type
"Dell FRS",2013-02-05,2013-02-07,USA,Nevada,"Las Vegas","Mandalay Bay","NORTH AMERICA",,,,,https://docspace.corp.redhat.com/docs/DOC-130325,,,"Global Partner Marketing","Red Hat Partner Event"
"Enterprise Architecture Conference",2013-02-06,2013-02-06,Ital,,Milan,"Hotel Melia",,,,,http://www.soiel.it/res/evento_ediz/id/195/p/eac-milano-2013,,,,,
"EAC - Enterprise Architecture Conference 2013 Milan",2013-02-06,2013-02-06,Italy,,Milano,"Hotel Melià - Via Masaccio, 19",EMEA,,,,http://www.soiel.it/res/evento/id/92/p/eac2013,,,,"Cloud,Build Open Clouds","Customer Event"
"SAP xxx@redhat.com Day: +919555121206 Cell: +919555121219",http://app.engage.redhat.com/e/es?s=1795&e=240940&elq=866c182fe785415f99f0739559cbcc83,,,"Platinum sponsorship which includes 1 presentation1 into breakout sessions (45 min),attendance expected 250 pax. 1 demo session (25 min), - attendance expectation 50 pax. ","Virtualization,Platform","Customer Event"
"H.O.U.S.E Hi5 Umeå",2013-02-07,2013-02-07,Sweden,,Umeå,"Hi5, Office och upKeeper på Pendelgatan 2 i Umeå",,,,,http://www.hi5.se/utbildning/seminarier-workshops/house2013,,,,,"C-level Event"
"Red Hat Labs",2013-02-07,2013-02-07,France,,Paris,,EMEA,France,,,http://www.nib01.net/acn/USER_966/www/1210_redhat_labs/1210_redhat_labs_event.php,,,,"Openshift,Build Open Clouds","Red Hat Hosted"
"Drive xxx@redhat.com Day: 9195551212 Cell: 9195551212",https://vts.inxpo.com/Launch/QReg.htm?ShowKey=12542,,,,Middleware,Webinars
"Architect Forum JBoss",2013-02-07,2013-02-07,Sweden,,Stockholm,Lindqvist&Lundqvist,EMEA,Nordics,,,,,,,Middleware,"Red Hat Hosted"
"Symantec Technology Day DK",2013-02-07,2013-02-07,Denmark,,Copenhagen,"DGI Byen, konference centeret Tietgensgade 65",EMEA,Nordics,,,http://www.symantec.se/techday2013,,,,Storage,"Red Hat Partner Event"
"RHEV Seminar",2013-02-07,2013-02-08,Spain,,Madrid,,EMEA,"Iberia ",,,,,,,,"Red Hat Hosted"
"Red Hat VIrtualization Tech Forum 2013",2013-02-12,2013-02-12,Spain,Madrid,Madrid,"Museo Reina Sofía",EMEA,"Iberia ",,,http://www.redhatvirtualization.es/,,,,Virtualization,"Red Hat Hosted"
"Tips xxx@redhat.com Day: 9195551212 Cell: 9195551212",https://engage.redhat.com/forms/20130212_JBossPP_tipsandtricks,,,,Middleware,Webinars
"Symantec Technology Day FI",2013-02-12,2013-02-12,Finland,,Helsinki,"Helsingin Messukeskus, (kongressisiipi)",EMEA,Nordics,,,http://www.symantec.com/fi/fi/page.jsp?id=tech_days2013,,,"Platinum sponsorship. ",Storage,"Red Hat Partner Event"
"IDC Big Data and Business Analytics Conference",2013-02-13,2013-02-13,Poland,,Warsaw,"hotel Le Regina, KOŚCIELNA 12, Warsaw",EMEA,"Eastern Europe",,,http://events.idc-cema.com/bigdata12pl,,,"Silver sponsor","Field Marketing,Storage","Analyst Event"
"Interactive xxx@redhat.com Day: +919555121256  Cell: +919555121221 ",http://marketing.interactiveideas.com/acton/fs/blocks/showLandingPage/a/824/p/p-0119/t/page/fm/0,,,,,"Red Hat Partner Event"
"SEP Partner Summit Germany",2013-02-18,2013-02-19,Deutschland,,Tegernsee,"Hotel XXX",EMEA,D-A-CH,,,,,,,"Platform,Virtualization","Red Hat Partner Event"
"Free xxx@redhat.com Day: 91955512126 Cell: 919555121267",,,,,,"Customer Event"
"CIO.com LMI Conference - Cloud",2013-02-19,2013-02-19,France,,PARIS,"Cercle National des Armées Paris 8",EMEA,France,,,http://www.cio-online.com/conferences/le-chantier-obligatoire-du-cloud-computing-170-page-pourquoi-venir-source-1-4.html,,,,"Build Open Clouds,Cloud","C-level Event"
"IDC Open Middleware Strategies: Do more for less",2013-02-19,2013-02-19,,,,,EMEA,"Iberia ",,,,,,,Middleware,"Red Hat Hosted"
"Sabeo xxx@redhat.com Day: +919555121256  Cell: +919555121221 ",http://marketing.interactiveideas.com/acton/fs/blocks/showLandingPage/a/824/p/p-0117/t/page/fm/6,,,,,"Red Hat Partner Event"
"The xxx@redhat.com Day: +9195551212  Cell: +49 (0)151 643 0 7788",https://www.lsz-consulting.at/events/cloud_31/,,,,Cloud,"Customer Event"
"Dell FRS EMEA",2013-02-19,2013-02-22,Spain,,Madrid,,,,,,,,,,,"Red Hat Partner Event"
"AWS CIO Breakfast Series - Philadelphia",2013-02-20,2012-12-20,USA,Pennsylvania,Philadelphia,"The Palm Philadelphia",,,,,,,,,Cloud,"C-level Event"
"Middleware xxx@redhat.com Day: +919555121206 Cell: +919555121219
Luz xxx@redhat.com Day: +919555121206 Cell: +919555121219",http://app.engage.redhat.com/e/es?s=1795&e=218483&elq=d03f1ffd64c44dc9195551212febe2e5,,,,Middleware,"Red Hat Hosted"
"End User seminar Adriatic",2013-02-20,2013-02-20,,,Belgrade,"hotel Falkenstein",EMEA,"Eastern Europe",,,,,,,"Field Marketing","Red Hat Hosted"
"Partner Day Adriatic",2013-02-20,2013-02-20,,,Belgrade,"hotel Falkenstein",EMEA,"Eastern Europe",,,,,,,"Channel,Field Marketing","Red Hat Hosted"
"Red xxx@redhat.com Day: 919555121264 Cell: 9195551212476",http://app.engage.redhat.com/e/es?s=1795&e=240963&elq=83b1c27a1ed141b4a537ec7842ffdf18,,,,Virtualization,"Red Hat Partner Event"
"Discover xxx@redhat.com Day: 91955512126 Cell: 919555121267",,,,,,
"Red Hat Labs - Data Grid",2013-02-21,2013-02-21,France,,Paris,,EMEA,France,,,http://www.nib01.net/acn/USER_966/www/1210_redhat_labs/1210_redhat_labs_index.php,,,,Middleware,"Red Hat Hosted"
"Tech Data Executive Open 2013",2013-02-21,2013-02-21,Sweden,,Stockholm,,EMEA,Nordics,,,,,,,,"Red Hat Partner Event"
"SCALE 2013",2013-02-22,2013-02-24,USA,California,"Los Angeles","Hilton Los Angeles International Airport",,,,,http://www.socallinuxexpo.org/scale11x,,,,,"Industry Event"
"Mobile World Congress 2013",2013-02-25,2013-02-28,Spain,,Barcelona,"Fira Gran Via",,,,,http://www.mobileworldcongress.com/,,,,,"Industry Event"
"Taste xxx@redhat.com Day: 9195551212 Cell: 9195551212",https://vts.inxpo.com/Launch/QReg.htm?ShowKey=12630,,,,Storage,Webinars
"Tech Forum Helsinki",2013-02-26,2013-02-26,Finland,,Helsinki,,EMEA,Nordics,,,https://engage.redhat.com/forms/FI_TechForum260213,,,,"Virtualization,Cloud,Middleware","Red Hat Hosted"
"O'Reilly Strata Conference Santa Clara 2013",2013-02-26,2013-02-28,USA,California,"Santa Clara","Santa Clara Convention Center",,,,,http://strataconf.com/strata2013/,,,,,"Industry Event"
"Virtualization & Datacenter Efficiency Forum",2013-02-28,2013-02-28,Portugal,,lisbon,"Reitoria da Universidade Nova de Lisboa",EMEA,"Iberia ",,,http://www.cvent.com/events/idc-virtualization-datacenter-efficiency-forum-2013/event-summary-fe2420fe7e0d43b7933e480f3fbdc334.aspx,,,,Virtualization,"Analyst Event"
"IDC Virtualization and datacenter efficiency Forum 2013",2013-02-28,2013-02-28,Portugal,,Lisbon,,EMEA,"Iberia ",,,http://www.cvent.com/events/idc-virtualization-datacenter-efficiency-forum-2013/event-summary-fe2420fe7e0d43b7933e480f3fbdc334.aspx,,,,,"Analyst Event"
"Red xxx@redhat.com Day: 919555121264 Cell: 9195551212476",http://app.engage.redhat.com/e/es?s=1795&e=240322&elq=2848039f378d42838f2eae1db7541983,,,,Cloud,"Red Hat Partner Event"
"IBM Pulse 2013",2013-03-03,2013-03-06,USA,Nevada,"Las Vegas","MGM Grand",,,,,http://www-01.ibm.com/software/tivoli/pulse/,,,,,"Industry Event"
"Dell FRS APAC",2013-03-04,2013-03-06,China,,Beijing,,APAC,,,,,,,,,"Red Hat Partner Event"
"IBM Red Hat System Z Roadshow, Kuwait",2013-03-05,2013-03-05,Kuwait,,"Kuwait City","IBM Forum",EMEA,"MEA & Turkey",,,http://de.amiando.com/Zlinuxkuwait,,,,Channel,"Red Hat Partner Event"
"Partner xxx@redhat.com Day: +9195551212 Cell: +49 (0)173 718 5689",,,,,Channel,"Red Hat Partner Event"
"Do you know the top considerations for PaaS?",2013-03-05,2013-03-05,,,,,,,,,,,,,Cloud,Webinars
"Cisco Live! - APJ",2013-03-05,2013-03-08,,,,,,,,,,,,,,
"Cisco Live! - APJ 2013",2013-03-05,2013-03-08,Australia,,Melbourne,"Melbourne Convention & Exhibition Centre",APAC,,,,http://www.cisco.com/web/ANZ/cisco-live/index.html,,,,"Global Partner Marketing","Red Hat Partner Event"
"Cebit xxx@redhat.com Day: +9195551212 Cell: +49 (0)173 718 5689",,,,,,"Industry Event"
"Cebit xxx@redhat.com Day: +9195551212 Cell: +49 (0)173 718 5689",,,,,,"Industry Event"
"Improving big data solutions with Red Hat and Intel",2013-03-06,2013-03-06,,,,,,,,,,,,,,
"Red Hat Executive Visionary Round Table Amsterdam",2013-03-06,2013-03-06,Netherlands,,Amsterdam,"De Kook Fabriek",,,,,,,,,,"Red Hat Hosted"
"Visonary xxx@redhat.com Day: +91955512120 Cell: +91955512120",,,,,,"Red Hat Hosted"
"Java xxx@redhat.com Day: 91955512126 Cell: 919555121267",http://jdc2013.egjug.org,,,"Gold Sponsor",,"Developer Event"
"Open Source Day Copenhagen",2013-03-09,2013-03-10,,,,,EMEA,Nordics,,,http://opensourcedays.org/2013/,,,,,"C-level Event"
"XChange Solution Provider 2013",2013-03-10,2013-03-12,USA,Florida,Orlando,"Peabody Hotel",,,,,http://www.xchange-events.com/xsp13/,https://docspace.corp.redhat.com/docs/DOC-134442,,"Additional 2 boardroom sessions",Channel,"Industry Event"
"IBM Red Hat System Z Roadshow, Italy",2013-03-12,2013-03-12,Italy,,Milan,"IBM Forum",EMEA,"Italy & Greece & Israel",,,http://de.amiando.com/Zlinuxitaly,,,,,"Red Hat Partner Event"
"IBM xxx@redhat.com Day: 91955512126 Cell: 919555121267",,,,,,"Red Hat Partner Event"
"Version2 Datacenter",2013-03-14,2013-03-14,Denmark,,Copenhagen,"Radisson Blu Falkoner i København",EMEA,Nordics,,,"http://datacenter.version2.dk/tilmelding ",,,"Gold sponsor together with Casalogic. ",Cloud,"C-level Event"
"Nextel Annual Event",2013-03-14,2013-03-14,Spain,,Bilbao,,EMEA,"Iberia ",,,,,,,,"Red Hat Partner Event"
"Red Hat Virtualization Open Tech Forum - Barcelona",2013-03-14,2013-03-14,Spain,,Barcelona,"Art Fusión, Barcelona",EMEA,"Iberia ",,,www.redhatvir.es,,,,Virtualization,"Red Hat Hosted"
"REd xxx@redhat.com Day: +49 91955512127 Cell: +123456778949 174 3284736",,,,,,"Red Hat Hosted"
"Turbocharge your Java Development: the JBoss Way",2013-03-14,2013-03-14,,,"11:00 am EST | 15:00 UTC",,,,,,https://engage.redhat.com/forms/20130314_Turbocharge_JBossway?sc_id=919555121207X93AAE,,,,Middleware,Webinars
"Red Hat Tech Day - IPLANRIO",2013-03-14,2013-03-14,Brazil,"Rio de Janeiro","Rio de Janeiro",IPLANRIO,LATAM,Brazil,,"Jorge Antunes, Infrastructure Manager, Email: jorge.antunes@iplanrio.rio.rj.gov.br Day: 55 21 29763439 Cell: 55 21 89093444",,,,,Virtualization,"Customer Event"
"IBM Red Hat System Z Roadshow, UK",2013-03-14,2013-03-14,"United Kingdom",,London,"IBM Forum Southbank",EMEA,UK&I,,,http://de.amiando.com/ZlinuxUKI,,,,Platform,"Customer Event"
"PyCon 2013",2013-03-15,2013-03-17,USA,California,"Santa Clara","Santa Clara Convention Center","NORTH AMERICA",West,,,https://us.pycon.org/2013/,https://mojo.redhat.com/docs/DOC-161421,,"Platinum Sponsorship","Openshift,Fedora","Industry Event"
"Gartner xxx@redhat.com Day: 9195551212 Cell: 9195551212",http://www.gartner.com/technology/summits/na/cio/,,,,Platform,"C-level Event"
"Integrating with SAP, the JBoss Way",2013-03-18,2013-03-18,,,"12:00 pm EST | 16:00 UTC",,,,,,https://engage.redhat.com/forms/20130318_Integrating-SAP-the-JBoss-Way,,,,"Global Partner Marketing,Middleware",Webinars
"Taste of Training: Controlling resource usage with Cgroups",2013-03-19,2013-03-19,,,,,,,,,https://vts.inxpo.com/Launch/QReg.htm?ShowKey=13081,,,,Platform,Webinars
"Red xxx@redhat.com Day: 919555121206 Cell: 9195551212119",http://app.engage.redhat.com/e/es?s=1795&e=240116&elq=9a80ad5c88ed498fa529cd02a8be0e55,,,,"Cloud,Virtualization","Red Hat Hosted"
"AWS CIO Breakfast Series - DC",2013-03-20,2013-03-20,USA,"District of Columbia",,"The Palm Washington DC",,,,,,,,,Cloud,"C-level Event"
"Be productive with enterprise messaging based on Apache Active-MQ",2013-03-20,2013-03-20,,,"11:00 am EST | 15:00 UTC",,,,,,https://engage.redhat.com/forms/20130320_be-productive-with-enterprise-messaging,,,,Middleware,Webinars
"ICT Expo Helsinki",2013-03-20,2013-03-21,Finland,,Helsinki,,EMEA,Nordics,,,http://www.easyfairs.com/fi/events_216/ictexpo-helsinki2013_31316/ictexpo-helsinki-2013_31318/,,,,"Cloud,Middleware,Platform,Storage,Virtualization","C-level Event"
"Open xxx@redhat.com Day: 9195551212 Cell: 9195551212",www.osthinktank.com/,,,,"Field Marketing","Industry Event"
"Turn xxx@redhat.com Day: 919555121206 Cell: 9195551212119",http://app.engage.redhat.com/e/es?s=1795&e=225868&elq=c2f4fc73aa934adfb4132ce9fcd93ac4,,,,"Field Marketing,Platform",Webinars
"3rd xxx@redhat.com Day: 919555121206 Cell: 9195551212119",http://www.idclatin.com/cloudmex13/,,,"Gold Special which benefits are: 
15 Minute Presentation for all attendence - from 11:30 am to 11:45 am
Brand awarness before & after conference took place
Booth - executive table at exhibition area
Prospects  & Client Tickets 3
Red Hat Executives & Staff 5
Red hat logo at Scener       Logo en escenografía, registration area, e-mails blasts & IDC Latin web page
http://www.idclatin.com/cloudmex13/sponsors.asp
html with with IDC content in order to invite prospects & clients","Cloud,Field Marketing,Build Open Clouds","Customer Event"
"Web xxx@redhat.com Day: +919555121206 Cell: +919555121219",http://app.engage.redhat.com/e/es?s=1795&e=240966&elq=95d765fbb5aa4ba19733c55c177a333b,,,,Platform,Webinars
"Codemotion Rome",2013-03-22,2013-03-23,,,,,,,,,,,,,,"Developer Event"
"EclipseCon 2013",2013-03-25,2013-03-28,USA,Massachusetts,Boston,"Seaport Hotel and World Trade Center",,,,,http://www.eclipsecon.org/2013/,,,,,"Industry Event"
"HPC & OSL TES Event",2013-03-25,2013-03-29,France,,Grenoble,,EMEA,France,,,,,,,,"Red Hat Partner Event"
"ISC2 xxx@redhat.com Day: 9195551212156 Cell: 91955512124467",www.adpoly.ac.ae,,,,,"Open Source Community"
"5 reasons to upgrade to Satellite 5.5",2013-03-26,2013-03-26,,,"9:00 am EST | 13:00 UTC",,,,,,https://vts.inxpo.com/Launch/QReg.htm?ShowKey=13132,,,,Cloud,Webinars
"Open Source Conference Roma",2013-03-26,2013-03-26,Italy,,Rome,,,,,,,,,,,"Industry Event"
"Devoxx 2013",2013-03-26,2013-03-27,"UK, France and Belgium",,Multiple,Multiple,,,,,http://www.devoxx.com/display/DV12/Home,,,,Middleware,"Developer Event"
"Breakfast seminar RHEV training Axicom",2013-03-27,2013-03-27,Sweden,,Stockholm,"Axicom office",EMEA,Nordics,,,,,,,Virtualization,"Analyst Event"
"Red Hat Labs - Fuse",2013-03-28,2013-03-28,France,,Paris,,EMEA,France,,,http://www.nib01.net/acn/USER_966/www/1210_redhat_labs/1210_redhat_labs_index.php,,,,"Field Marketing","Red Hat Hosted"
"Deploycon 2013 ",2013-04-02,2013-04-02,USA,California,"Santa Clara",TechMart,"NORTH AMERICA",West,,,http://www.deploycon.com/,,,,Openshift,"Developer Event"
"Gartner xxx@redhat.com Day: +1 978 392 2427 Cell: +1 978 201 1931",http://www.gartner.com/technology/summits/na/business-process/,,,,Middleware,"Industry Event"
"Computerworld Storage Networkers World Spring 2013",2013-04-02,2013-04-04,USA,Florida,Orlando,"Rosen Shingle Creek","NORTH AMERICA",Southeast,,,https://www.etouches.com/ehome/index.php?eventid=51356&,,,,,"Industry Event"
"Cloud Connect Santa Clara 2013",2013-04-02,2013-04-05,USA,California,"Santa Clara","Santa Clara Convention Center","NORTH AMERICA",West,,,http://www.cloudconnectevent.com/santaclara/,https://docspace.corp.redhat.com/docs/DOC-135376,,,"Cloud,Openshift,Storage,Virtualization,Platform","Industry Event"
"Red Hat Tour Moscow",2013-04-03,2013-04-03,"Russian Federation",,Moscow,"Digital October",EMEA,"Eastern Europe",,,,,,,"Cloud,Middleware,Platform,Storage,Virtualization","Red Hat Hosted"
"Red Hat Tour Warsaw",2013-04-04,2013-04-04,Poland,,Warsaw,"Conference Center in National Stadium in Warsaw, ",EMEA,"Eastern Europe",,,,,,,"Cloud,Middleware,Platform,Storage,Virtualization","Red Hat Hosted"
"NAB 2013",2013-04-06,2013-04-11,USA,Nevada,"Las Vegas","Las Vegas Convention Center","NORTH AMERICA",West,,,http://www.nabshow.com,,,,Storage,"Industry Event"
"HPC Linux for Wall Street",2013-04-08,2013-04-08,USA,"New York","New York","Roosevelt Hotel","NORTH AMERICA",East,,,http://www.flaggmgmt.com/linux/index.html,,,,"Field Marketing","Industry Event"
"HP StorageDay 2013",2013-04-09,2013-04-09,Spain,Madrid,Madrid,,EMEA,"Iberia ",,,http://h22166.www2.hp.com/event/eventpage.aspx?eventid=NAA0ADMANgAyAA==&cc=es&lang=es&jumpid=in_r4184_es/es/any/tsg/hpes-mu_chev/storageday2013,,,,Storage,"Industry Event"
"BioIT World 2013",2013-04-09,2013-04-11,USA,Massachusetts,Boston,"World Trade Center",,,,,http://www.bio-itworldexpo.com/,,,,,"Industry Event"
"Red Hat Tour Stockholm",2013-04-10,2013-04-10,Sweden,,Stockholm,"Sheraton Hotel ",EMEA,Nordics,,,,,,,"Cloud,Middleware,Platform,Storage,Virtualization","Red Hat Hosted"
"Get cross-datacenter replication and zero-downtime upgrades with Red Hat JBoss Data Grid",2013-04-10,2013-04-10,"11:00 AM EST | 16:00 UTC",,"11:00 AM EST | 16:00 UTC",,,,,,https://vts.inxpo.com/Launch/QReg.htm?ShowKey=13297,,,,Middleware,Webinars
"Red Hat Tour Copenhagen",2013-04-11,2013-04-11,Denmark,,Copenhagen,"Scandic Copenhagen",EMEA,Nordics,,,,,,,"Cloud,Middleware,Platform,Storage,Virtualization","Red Hat Hosted"
"Zero to hero with JBoss BRMS Primer: Part 1",2013-04-11,2013-04-11,,,"11:00 AM EST | 16:00 UTC",,,,,,https://engage.redhat.com/forms/20130411_Zero-to-hero_BRMS_pt1,,,,Middleware,Webinars
"Red Hat Lab: Soluciones de Integración",2013-04-11,2013-04-11,Spain,Madrid,Madrid,,EMEA,"Iberia ",,,http://redhatlab.es/,,,,,"Red Hat Hosted"
"Red xxx@redhat.com Day: 919555121206 Cell: 9195551212119",http://www.proyectosdevelopmentfactor.com/proyectos/2013/RedHat/20_03_13/RHOD_2013_12Abril.html,,,,"Virtualization,Cloud","Red Hat Hosted"
"Symantec Vision Las Vegas 2013",2013-04-15,2013-04-18,USA,Nevada,"Las Vegas","MGM Grand Hotel","NORTH AMERICA",West,,,http://www.symantec.com/vision/welcome/?locid=las_vegas,,,"Gold Sponsor","Global Partner Marketing","Red Hat Partner Event"
"OpenStack Summit",2013-04-15,2013-04-18,USA,Oregon,Portland,"Oregon Convention Center","NORTH AMERICA",West,,,https://www.openstack.org/summit/portland-2013/,https://docspace.corp.redhat.com/docs/DOC-130931,,"Headline Sponsor (other Headline sponsors include HP, Rackspace and Canonical) ","Cloud,Virtualization","Industry Event"
"Breakfast seminar with R2M",2013-04-16,2013-04-16,Sweden,,Stockholm,"Scandic Grand Central",EMEA,Nordics,,,,,,,,"Red Hat Hosted"
"Getting started with an open source ESB",2013-04-16,2013-04-16,,,"11:00 am EST | 15:00 UTC",,,,,,https://engage.redhat.com/forms/20130416_getting-started-with-fuse?sc_cid=91955512120bC9RAAU&offer_id=91955512120bCDOAA2http://,,,,Middleware,Webinars
"Red xxx@redhat.com Day: +54 (11) 4329 7392 Cell: +54 (911) 3685 1075",http://www.enviosexelsum.com.ar/redhat/20130416_rh_savethedate_chile/,,,,"Field Marketing","Red Hat Partner Event"
"Red Hat Tour 2013 Madrid",2013-04-16,2013-04-16,Spain,Madrid,,"Santiago Bernabeu Stadium",EMEA,"Iberia ",,,http://www.europe.redhat.com/promo/redhattour2013/city/index.php?location=es,,,,,"Red Hat Hosted"
"Red xxx@redhat.com Day: +9195551212  Cell: +49 (0)151 643 0 7788",www.europe.redhat.com/promo/redhat/redhattour2013,,,"Sponsor: Silver: OP5, E-Spirit/Logica, 7P, Acronis, Linuxland, SEP
Sponsor: Gold: Symantec, Bull
Sponsor: Platinum: HP","Cloud,Middleware,Openshift,Platform,Storage,Virtualization,Channel","Red Hat Hosted"
"Middleware in the Public Sector",2013-04-17,2013-04-17,,,"2:00 pm EST | 18:00 UTC",,,,,,https://engage.redhat.com/forms/20130417_Middleware-PublicSector?sc_cid=91955512120bC8nAAE&offer_id=91955512120bCUZAA2,,,,"Public Sector",Webinars
"Red xxx@redhat.com Day: 919555121264 Cell: 9195551212476",http://www.proyectosdevelopmentfactor.com/proyectos/2013/RedHat/08_04_13/17_04_2013.html,,,,"Middleware,Platform,Virtualization","Red Hat Partner Event"
"PTC World Congress 2013",2013-04-17,2013-04-19,USA,Florida,Orlando,"Orlando Airport Marriott","NORTH AMERICA",Southeast,,,http://globaltransportforum.com/ptc-world-congress/,,,"Associate Sponsor","Field Marketing","Industry Event"
"Red xxx@redhat.com Day: +54 (11) 4329 7392 Cell: +54 (911) 3685 1075",http://www.enviosexelsum.com.ar/redhat/20130424_rh_savethedate_bue/,,,,"Field Marketing","Red Hat Partner Event"
